path	leased_at	disposition	closeout_track	note
docs/workshop/archive/field_policy/README.md	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_operator_toolkit_sandbox_code_preserve.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_sandbox_code_preserve.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_strategic_horizon_sandbox_code_preserve.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_clamped_prototype.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_decayed_normalized_refinement.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_decayed_prototype.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_directed_refinement.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_normalized_prototype.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_normalized_refinement.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_pingpong_refinement.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_prototype.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_prototype_notes.md	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_raw_additive_prototype.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_refinement_notes.md	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_refinement_prototype.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_refinement_sandbox_code_preserve.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/field_policy/field_policy_tensor_stencil_wgsl_sandbox_code_preserve.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
docs/workshop/archive/c1_perf_reframe_memo.md	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; A1 Gu-Yang gather-vs-tiled instrument; instrument-stale:2026-08-30 compile-fail 31 errors (SlotIndex/ColumnIndex + missing StencilRefinementPrototype); FIRST-RUNG PRECONDITION: re-measure gather-vs-tiled at perf-track open
crates/simthing-workshop/src/actionband_full_field_triad_movement_vendor_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; ActionBand/EML crate scaffolding and graduated-rung sources; not default-delete
crates/simthing-workshop/src/actionband_spatial_flux_witness_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; ActionBand/EML crate scaffolding and graduated-rung sources; not default-delete
crates/simthing-workshop/src/actionband_spatial_vendorization_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; ActionBand/EML crate scaffolding and graduated-rung sources; not default-delete
crates/simthing-workshop/src/lib.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; ActionBand/EML crate scaffolding and graduated-rung sources; not default-delete
crates/simthing-workshop/src/report.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; ActionBand/EML crate scaffolding and graduated-rung sources; not default-delete
crates/simthing-workshop/src/typeface/mod.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; ActionBand/EML crate scaffolding and graduated-rung sources; not default-delete
crates/simthing-workshop/README.md	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; ActionBand/EML crate scaffolding and graduated-rung sources; not default-delete
crates/simthing-workshop/assets/typeface/test_font.ttf	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; ActionBand/EML crate scaffolding and graduated-rung sources; not default-delete
crates/simthing-workshop/tests/eml_exp_primitive_0_qualification.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/eml_ln_primitive_0_qualification.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/eml_resource_class_jit_parity_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/eml_resource_class_measurement_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/exact_consumer_obligation_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/field_sweep_ir_probe_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/support/field_sweep_ir_probe.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/support/field_sweep_ir_probe.wgsl	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/actionband_full_field_triad_movement_vendor_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/actionband_spatial_flux_witness_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/actionband_spatial_vendorization_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/eml_arithmetic_semantics_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/eml_arithmetic_contraction_ambiguity_census_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/eml_exp_primitive_0_cost_evidence.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/eml_ln_primitive_0_cost_evidence.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-workshop/tests/eml_resource_class_capability_census_0.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=standing-workshop-proof; dated 2026-08-30; inventory-backed graduated-rung proof; not default-delete
crates/simthing-spec/src/spec/constrained_clearing.rs	2026-08-31	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; debt=cpu-host-constrained-clearing (BTreeMap/sort/CPU-EML shape); measured:2026-08-31@625290768f266276c68240dc88ffbb1db6de35bb remand-5473368436 D1-signed-i64-remainder D2-shape-2-instrument-legs D3-nplus-delay-vs-reclear instrument=crates/simthing-workshop/src/generation_critical_path_baseline.rs summary=docs/tests/generation_critical_path_baseline_0_results.md 1M enclosing_median_ns=1968425200 apportionment_median_ns=1248710300 nplus_delay_median_ns=100 reclear_median_ns=1801596900; provenance=SimThing_Unification_Model.md sec 18.1 + Board 5469360457
crates/simthing-workshop/src/generation_critical_path_baseline.rs	2026-08-31	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; measured:2026-08-31@625290768f266276c68240dc88ffbb1db6de35bb 14.1 remand D1/D2/D3 signed remainder + named instrument legs + N+1 delay split
crates/simthing-workshop/src/generation_critical_path_baseline_report.rs	2026-08-31	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; measured:2026-08-31@625290768f266276c68240dc88ffbb1db6de35bb 14.1 lossless text/JSON projection (i64 samples)
crates/simthing-workshop/tests/generation_critical_path_baseline_0.rs	2026-08-31	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; measured:2026-08-31@625290768f266276c68240dc88ffbb1db6de35bb 14.1 structural completeness proof including signed remainder; no wall-clock gate
crates/simthing-workshop/tests/generation_critical_path_baseline_reports.txt	2026-08-31	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; measured:2026-08-31@625290768f266276c68240dc88ffbb1db6de35bb 14.1 lossless remand packet
docs/tests/generation_critical_path_baseline_0_results.md	2026-08-31	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; measured:2026-08-31@625290768f266276c68240dc88ffbb1db6de35bb 14.1 summary + D1/D2/D3 remand
crates/simthing-spec/src/spec/flow_market.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; debt=authored-market-strings-hot-lookup; owed-measurement:2026-08-30; provenance=SimThing_Unification_Model.md sec 18.2 + Board 5469360457
crates/simthing-kernel/src/accumulator_op/facility_resident_plane.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; debt=current-to-next-facility-plane-carry at target cardinality (remeasure before extrapolating the 4K-row ruling); owed-measurement:2026-08-30; provenance=SimThing_Unification_Model.md sec 18.7 + Board 5469360457
crates/simthing-kernel/src/derived_span_projection.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; debt=derived-dependency-index-dispatch-elision (knowledge exists, elision unproven); owed-measurement:2026-08-30; provenance=SimThing_Unification_Model.md sec 18.4 + Board 5469360457
crates/simthing-kernel/src/clearing_weight_projection.rs	2026-08-30	lease	0.0.8.7-rf-arena-modernization	consumer=PERFORMANCE-TRACK; debt=clearing-weight sparse-K build complexity; owed-measurement:2026-08-30; provenance=Board 5469795377
