# Overlay-germ archaeology census (OVERLAY-GERM-ARCHAEOLOGY-0 / 7.6)
# schema: id	token	verb	layer	family	classification	disposition	rationale
# families: OVERLAY | INHERIT | CROSSING-WRITE | EML-REGISTRY
# classification: SEMANTIC-DUPLICATE→migrate / GENUINELY-STRUCTURAL→keep / DEAD→delete
# universe is tree-derived (scripts/ci/overlay_germ_archaeology_census_universe.txt); do not hand-edit that pin.
# Justified non-route overlay-named hits are `# RESIDUE` comments below (not a sixth artifact).
# RECONCILIATION: discovery=73 classified-universe=73 analysis=3 residue=77 unclassified=0
OVL-LIFECYCLE	sim:overlay_lifecycle.rs:resolve_overlay_lifecycle	dissolve	sim	OVERLAY	SEMANTIC-DUPLICATE	migrate	Largest remaining peer numerical authority (§5.2). CPU tree walk, AfterTicks decrement, dissolve. 7.7 extracts to GPU; CPU stays oracle then leaves the production path.
OVL-EXPIRE-FX	sim:overlay_lifecycle.rs:apply_expire_effects	expire	sim	OVERLAY	SEMANTIC-DUPLICATE	migrate	on_expire writeback into the CPU shadow. Germ collapse should own expire consequence; this is bundled with the CPU lifecycle peer.
OVL-DELTA-DISSOLVED	sim:delta_log.rs:OverlayDissolved	dissolve	sim	OVERLAY	GENUINELY-STRUCTURAL	keep	Replay transport of dissolve. One-history surface.
OVL-PREP	kernel:overlay_prep.rs:build_overlay_deltas	apply	kernel	OVERLAY	SEMANTIC-DUPLICATE	migrate	Former CPU prep reimplements the ancestor+local inherit walk. 7.8a removes it from production GPU sync and retains it only as the parity oracle for the generic span projection; later closeout may delete the oracle.
OVL-GPU-RUN	kernel:passes.rs:run_accumulator_overlays	apply	kernel	OVERLAY	GENUINELY-STRUCTURAL	keep	GPU apply plane for overlay OrderBands. Physical execution, not a second semantic authority.
OVL-GPU-UPLOAD	kernel:world_state.rs:upload_overlay_deltas	apply	kernel	OVERLAY	GENUINELY-STRUCTURAL	keep	Upload of prepared overlay deltas. GPU boundary.
OVL-ORDERBAND	kernel:overlay_orderband.rs:plan_overlay_orderband	apply	kernel	OVERLAY	GENUINELY-STRUCTURAL	keep	GPU lowering of degenerate Set/Add/Mul overlay ops. Physical OrderBand plan, not a second transform language.
OVL-STACK-FROM	core:evaluate.rs:from_ordered_overlays	apply	core	OVERLAY	SEMANTIC-DUPLICATE	migrate	CPU-oracle stack builder. Retain as oracle; production project migrates to germ/GPU.
OVL-STACK-PUSH	core:evaluate.rs:push_overlay	apply	core	OVERLAY	SEMANTIC-DUPLICATE	migrate	CPU-oracle stack push. Pair of from_ordered_overlays.
OVL-APPLY-DATA	core:overlay.rs:apply_to_data	apply	core	OVERLAY	GENUINELY-STRUCTURAL	keep	The one CPU role→lane apply primitive. GPU uses resolved columns; this stays the CPU oracle apply.
OVL-APPLY-DATA-N	core:overlay.rs:apply_to_data_with_n	apply	core	OVERLAY	GENUINELY-STRUCTURAL	keep	CostBand-n parameterized twin of apply_to_data. Same apply primitive.
OVL-PATCHER	feeder:patcher.rs:apply_collected	apply	feeder	OVERLAY	SEMANTIC-DUPLICATE	migrate	Mid-day applies overlay.transform to the CPU shadow AND parks attach. §5.1 provenance split + apply-before-attach. Converge on generation-paced germ apply.
OVL-PATCHER-INTENT	feeder:patcher.rs:apply_collected_as_intents	apply	feeder	OVERLAY	SEMANTIC-DUPLICATE	migrate	Same mid-day overlay apply, folded to GPU intents. Duplicate of apply_collected.
OVL-EVAL-EML	core:property.rs:eval_overlay_eml	apply	core	OVERLAY	GENUINELY-STRUCTURAL	keep	EML interpreter for overlay transforms. One eval; 7.7 forbids an OverlayThing-local evaluator.
OVL-REMAP-ORIGIN	sim:fission.rs:remap_overlay_origins	attach	sim	OVERLAY	GENUINELY-STRUCTURAL	keep	Fission identity remap of overlay.origin. Structural id rewrite, not a new attach.
OVL-REMAP-AFFECTS	sim:fission.rs:remap_overlay_affects	attach	sim	OVERLAY	GENUINELY-STRUCTURAL	keep	Fission identity remap of overlay.affects. Pair of remap_overlay_origins.
INH-INHERIT	core:automaton.rs:inherit_active_overlays	inherit	core	INHERIT	SEMANTIC-DUPLICATE	migrate	Canonical standing-inherit step. 7.8a replaces the O(depth×descendants) hot path; retain as query/oracle like resolve_owner.
INH-ORDERED	core:automaton.rs:ordered_active_overlays	inherit	core	INHERIT	SEMANTIC-DUPLICATE	migrate	Route-aware inherit (instruction + deferred policy). Same ancestor walk family; migrates onto 7.8a effective-profile spans.
INH-CAPTURE	core:automaton.rs:capture_ancestor_standing_policy	inherit	core	INHERIT	SEMANTIC-DUPLICATE	migrate	Site-local ancestor policy capture. 7.8a span/invalidation is the production substrate; this remains a snapshot oracle.
INH-WALK	core:simthing.rs:walk_inherited_until	inherit	core	INHERIT	GENUINELY-STRUCTURAL	keep	Shared absence-means-inherit walk used by owner + overlay. CPU oracle primitive; 7.8a may consume it, not delete the query shape.
INH-OWNER	core:owner_channel.rs:resolve_owner	inherit	core	INHERIT	GENUINELY-STRUCTURAL	keep	resolve_owner-class ancestor walk. 7.8a explicitly retains this as the query/oracle surface.
INH-OWNERS	core:owner_channel.rs:resolve_owners_in_order	inherit	core	INHERIT	GENUINELY-STRUCTURAL	keep	Batched resolve_owner. Same oracle family; keep.
INH-GRANT-CENSUS	core:residency_tier.rs:materialize_granting_census	inherit	core	INHERIT	GENUINELY-STRUCTURAL	keep	Sparse granting-node census materialization. Not a descendant stamp; cost scales with granting-active nodes.
INH-PREREQ	spec:boundary/capability_handler.rs:sweep_on_prereq_met	inherit	spec	INHERIT	GENUINELY-STRUCTURAL	keep	Capability/tier grant propagation: OnPrereqMet sweep emits ActivateOverlay. Admission/handler, not a second inherit walk.
XWR-FUSED	kernel:sealed/band_crossing_delta.rs:apply_band_crossing_deltas_from_fused_emissions	crossing	kernel	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	Sealed mint of BandCrossingDelta from fused emissions. The one crossing surface (17.19).
XWR-THRESH	kernel:sealed/band_crossing_delta.rs:apply_band_crossing_deltas_from_threshold_events	crossing	kernel	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	Sealed mint from threshold events. Twin of the fused door; same crossing surface.
XWR-SEALED-AT	kernel:sealed/anchor_table.rs:apply_sealed_band_crossings_to_anchor_table	crossing	kernel	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	Oracle/test apply of sealed crossings onto the typed anchor table. Not production boundary (boundary is banned from this path).
XWR-AT	core:anchor_table.rs:apply_band_crossings_to_anchor_table	crossing	core	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	Observation-table write from crossings. Observation, not overlay store.
XWR-AB-NEXT	kernel:accumulator_op/action_band_execution.rs:dispatch_with_native_next	crossing	kernel	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	7.3 ActionBand crossing → StateNext. Reference instance of CrossingConsequenceBinding; 7.8 leaves it unless consolidation requires oracle-first delete.
XWR-AB-OVL	kernel:accumulator_op/action_band_execution.rs:overlay_event	crossing	kernel	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	Admitted OverlayEvent emission destination. Existing sealed event packet; the 7.8 door's overlay arm binds here rather than minting a dispatcher.
XWR-SUBORD	driver:action_band_execution_compile.rs:pre_admitted_subordinate	crossing	driver	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	7.3 subordinate-activation compile: reserved inactive child row activated only by a frozen parent dependency. Reference instance; keep.
XWR-BIND	spec:compile/action_band_admission.rs:crossing_binding_for_band	crossing	spec	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	Admission-sealed crossing provenance lookup. Compile/admission, not a second crossing detector.
EML-REG	core:eml_registry.rs:register_formula	registry	core	EML-REGISTRY	GENUINELY-STRUCTURAL	keep	The canonical EML program registry. 7.7 binds one library; OverlayThing must not mint a local table.
EML-REG-ORACLE	core:eml_registry.rs:register_cpu_oracle_formula	registry	core	EML-REGISTRY	GENUINELY-STRUCTURAL	keep	CPU-oracle registration arm of the same registry. Not a second namespace.
EML-SESSION	kernel:world_state.rs:eml_registry_mut	cache	kernel	EML-REGISTRY	GENUINELY-STRUCTURAL	keep	Session-resident registry cache / merge. Artifact reuse keyed on the canonical registry generation.
EML-CACHE	kernel:eml_resource_class.rs:pipeline_cache_digest	cache	kernel	EML-REGISTRY	GENUINELY-STRUCTURAL	keep	JIT/dispatch-grouping key (resource class + program identity). 7.7 compiled-artifact cache shape.
EML-ADMIT	core:property.rs:admit_overlay_eml_program	registry	core	EML-REGISTRY	GENUINELY-STRUCTURAL	keep	Admission of an overlay EML program into the existing language. Not an overlay-local ISA.
EML-VALIDATE	core:property.rs:validate_overlay_eml_program	registry	core	EML-REGISTRY	GENUINELY-STRUCTURAL	keep	Validation twin of admit_overlay_eml_program.
# analysis-added (not name-harvested; mutation/walk/scaffold evidence)
AN-CAP-ATTACH	[analysis]spec:compile/capability.rs:add_overlay	attach	spec	OVERLAY	GENUINELY-STRUCTURAL	keep	Capability compile stamps a Suspended overlay onto the tree via add_overlay. Install/compile attach; activation is later emit_activation.
AN-MAINTAINER	[analysis]feeder:maintainer.rs:TreeMaintainer::execute	attach	feeder	OVERLAY	DEAD	delete	Scaffold execute: classifies every BoundaryRequest then defers. Live apply is tree_mutation; no production caller.
AN-OVERRIDE	[analysis]sim:overlay_lifecycle.rs:OverrideReceived	override	sim	OVERLAY	SEMANTIC-DUPLICATE	migrate	Reachable-but-unimplemented: authored input can name the serde-visible DissolveCondition::OverrideReceived variant, admission accepts a non-empty dissolution-condition list, lifecycle evaluation returns false, and the documented attach-side replacement handler does not exist. Do not implement override replacement in 7.6; migrate onto the germ dissolve/override door in 7.7.
AN-ACTION-CONSEQUENCE	[analysis]driver:action_band_consequence.rs:CrossingConsequenceDispatch::apply_boundary_consequences	apply	driver	CROSSING-WRITE	GENUINELY-STRUCTURAL	keep	The canonical 7.8 crossing consequence door consumes the sealed batch and maps its two boundary arms onto existing stamped AttachOverlay or structural BoundaryRequest egress. It is the admitted boundary coupling, not a peer executor or second crossing detector.
# RESIDUE	core:automaton.rs:overlay_origin_structural_coord	query	Derives a structural coord from origin placement proofs. Read-only; no attach/lifecycle write.
# RESIDUE	sim:boundary.rs:sync_accumulator_overlay_add_session	gpu-plumbing	Session handle shuffle for the overlay-add accumulator. Not an overlay lifetime door.
# RESIDUE	sim:boundary.rs:overlay_compile_revision	query	Revision counter read for overlay GPU recompile. Not a route.
# RESIDUE	sim:boundary.rs:bump_overlay_compile_revision_for_test	test-hook	Test-only revision bump. Not production authority.
# RESIDUE	sim:boundary.rs:bump_overlay_compile_revision	gpu-plumbing	Dirty-bit for overlay GPU rebuild after structural/lifecycle change. Not attach/dissolve itself.
# RESIDUE	sim:delta_log.rs:overlay	query	Replay helper lookup of a live overlay by id. Read-only.
# RESIDUE	sim:sim_runtime_tree.rs:overlay_count	query	Read-only overlay cardinality.
# RESIDUE	sim:sim_runtime_tree.rs:has_overlay	query	Read-only membership.
# RESIDUE	sim:sim_runtime_tree.rs:overlay_is_active	query	Read-only lifecycle predicate.
# RESIDUE	sim:sim_runtime_tree.rs:overlay_is_suspended	query	Read-only lifecycle predicate.
# RESIDUE	sim:replay.rs:restore	mutation-file	overlays.push/retain restore OverlayAttached/Dissolved/Activated/Suspended from delta_log. Replay of classified routes, not a second authority.
# RESIDUE	kernel:accumulator_op/runtime.rs:take_overlay_session	gpu-plumbing	Session take/restore for overlay-add GPU pass. Physical session, not germ lifecycle.
# RESIDUE	kernel:accumulator_op/runtime.rs:restore_overlay_session	gpu-plumbing	Pair of take_overlay_session.
# RESIDUE	kernel:accumulator_op/runtime.rs:overlay_session	gpu-plumbing	Session accessor.
# RESIDUE	kernel:accumulator_op/runtime.rs:overlay_add_active	gpu-plumbing	Dispatch-active flag.
# RESIDUE	kernel:accumulator_op/runtime.rs:overlay_add_bands	gpu-plumbing	Band count for overlay-add.
# RESIDUE	kernel:accumulator_op/runtime.rs:overlay_active	gpu-plumbing	OrderBand overlay-active flag.
# RESIDUE	kernel:accumulator_op/runtime.rs:overlay_n_bands	gpu-plumbing	OrderBand band count.
# RESIDUE	kernel:accumulator_op/runtime.rs:ensure_overlay_session	gpu-plumbing	Ensure overlay GPU session exists.
# RESIDUE	kernel:accumulator_op/runtime.rs:clear_overlay_add	gpu-plumbing	Clear overlay-add session.
# RESIDUE	kernel:accumulator_op/runtime.rs:clear_overlay_orderband	gpu-plumbing	Clear overlay OrderBand session.
# RESIDUE	kernel:accumulator_op/runtime.rs:upload_overlay_add_ops	gpu-plumbing	Upload overlay-add ops. Physical buffer, classified apply is run_accumulator_overlays/upload_overlay_deltas.
# RESIDUE	kernel:accumulator_op/runtime.rs:upload_overlay_ops	gpu-plumbing	Upload overlay OrderBand ops.
# RESIDUE	kernel:accumulator_op/session.rs:prepare_overlay_add	gpu-plumbing	Prepare overlay-add encode.
# RESIDUE	kernel:accumulator_op/session.rs:encode_overlay_add_into	gpu-plumbing	Encode overlay-add into a pass.
# RESIDUE	kernel:overlay_orderband.rs:make_overlay_op	gpu-plumbing	Local POD constructor for a planned op. Not a lifetime route.
# RESIDUE	kernel:world_state.rs:ensure_overlay_add_accumulator	gpu-plumbing	Ensure overlay-add accumulator buffer.
# RESIDUE	kernel:world_state.rs:ensure_overlay_accumulator	gpu-plumbing	Ensure overlay OrderBand accumulator.
# RESIDUE	kernel:world_state.rs:upload_overlay_add_ops	gpu-plumbing	World-state upload of overlay-add ops.
# RESIDUE	kernel:world_state.rs:upload_overlay_add_ops_with_bands	gpu-plumbing	Banded overlay-add upload.
# RESIDUE	kernel:world_state.rs:upload_overlay_ops_with_bands	gpu-plumbing	Banded overlay OrderBand upload.
# RESIDUE	kernel:world_state.rs:set_overlay_add_dispatch	gpu-plumbing	Dispatch flag for overlay-add.
# RESIDUE	driver:install.rs:resolve_event_overlay_refs	admission	ActivateOverlayRef → ActivateOverlay rewrite at install. Not a runtime activate; the classified route is the EffectSpec variant.
# RESIDUE	driver:install.rs:validate_capability_overlay_host	admission	Host-placement admission for capability overlays. Not attach.
# RESIDUE	driver:install.rs:capability_overlay_admission_error	admission	Error constructor for overlay-host admission.
# RESIDUE	spec:boundary/capability_handler.rs:clone_overlay_ids_for_entry	query	Clone per-instance overlay ids for an entry. Book-keeping, not activate.
# RESIDUE	spec:boundary/capability_handler.rs:overlay_host	query	Resolve which SimThing hosts an overlay id. Read-only.
# RESIDUE	spec:compile/jit_exact_sqrt_artifact_admission.rs:is_field_policy_obs0_overlay_score_descriptor	field-policy	Field-policy observation-score kernel name. Unrelated to Overlay lifetime.
# RESIDUE	spec:compile/jit_exact_sqrt_artifact_admission.rs:is_field_policy_obs2_multilayer_overlay_score_descriptor	field-policy	Same; multilayer score descriptor id.
# RESIDUE	spec:compile/jit_exact_sqrt_artifact_admission.rs:is_multilayer_overlay_descriptor_id	field-policy	Id predicate for multilayer overlay-score kernels.
# RESIDUE	spec:compile/jit_exact_sqrt_artifact_admission.rs:validate_field_policy_obs0_overlay_score_contract	field-policy	Contract check for obs0 overlay-score kernel.
# RESIDUE	spec:compile/jit_exact_sqrt_artifact_admission.rs:validate_field_policy_obs2_multilayer_overlay_score_contract	field-policy	Contract check for obs2 multilayer score kernel.
# RESIDUE	spec:compile/jit_exact_sqrt_artifact_admission.rs:field_policy_obs0_overlay_score_kernel_descriptor	field-policy	Descriptor factory; not Overlay attach.
# RESIDUE	spec:compile/jit_exact_sqrt_artifact_admission.rs:field_policy_obs2_multilayer_overlay_score_kernel_descriptor	field-policy	Descriptor factory; not Overlay attach.
# RESIDUE	spec:designer_admission/mobility_owner0.rs:canonical_overlays	fixture	MobilityOwner0 admission fixture grouping. Local fixture type, not engine Overlay.
# RESIDUE	spec:designer_admission/mobility_owner0.rs:apply_overlays	fixture	MobilityOwner0 fixture compose. Does not touch simthing_core::Overlay.
# RESIDUE	spec:spec/overlay.rs:default_overlay_install	serde	Serde default for OverlaySpec.install. Authoring default, not a route.
# RESIDUE	spec:validate_order_weight.rs:validate_order_weight_overlay	admission	Order-weight validation of an OverlaySpec. Admission, classified mint is build_order_directive_overlay.
# RESIDUE	spec:validate_order_weight.rs:validate_runtime_player_overlay_magnitude	admission	Runtime magnitude gate helper used by gate_raw_player_overlay.
# RESIDUE	core:overlay_lifecycle_deadline.rs:admit_overlay_lifecycle	admission	Session-build lifetime validation; rejects unrepresentable deadline forms before any runtime route exists.
# RESIDUE	core:overlay_lifecycle_deadline.rs:establish_overlay_deadline	admission	Admission-time conversion of a relative duration into an owning-generation deadline; it neither decides nor applies lifecycle state.
# RESIDUE	core:overlay_lifecycle_deadline.rs:rebase_routed_overlay_duration	admission	Receive-time normalization of an already-routed overlay's relative duration against the target generation; not a second route.
# RESIDUE	kernel:accumulator_op/runtime.rs:configure_overlay_lifecycle_projection	gpu-plumbing	Runtime wrapper that installs an admitted projection plan into the existing threshold session.
# RESIDUE	kernel:accumulator_op/runtime.rs:readback_overlay_lifecycle_states	gpu-plumbing	Runtime wrapper that reads semantic-shadow rows after the GPU has made the lifecycle decision.
# RESIDUE	kernel:accumulator_op/session.rs:configure_overlay_lifecycle_projection	gpu-plumbing	Session resource configuration for the resident current/next plane and crossing projection bindings.
# RESIDUE	kernel:accumulator_op/session.rs:readback_overlay_lifecycle_states	readback-seal	The kernel alone converts the POD projection plane into private-field OverlayLifecycleStateGpu decisions; external peers cannot mint the type consumed by the applicator.
# RESIDUE	kernel:world_state.rs:configure_overlay_lifecycle_projection	gpu-plumbing	World-state forwarding seam into the one accumulator threshold session projection configuration.
# RESIDUE	kernel:world_state.rs:readback_overlay_lifecycle_states	gpu-plumbing	World-state forwarding seam for the GPU lifecycle semantic shadow.
# RESIDUE	sim:overlay_lifecycle.rs:append_overlay_lifecycle_registrations	gpu-plumbing	Builds bindings onto existing Phase-5 BandCrossingDelta registrations; it does not detect crossings or apply consequences.
# RESIDUE	sim:overlay_lifecycle.rs:admit_routed_overlay	admission	Destination boundary admission rebases transported relative durations against its owning generation and rejects invalid lifecycle forms before attach; not a second route.
# RESIDUE	sim:overlay_lifecycle.rs:apply_gpu_overlay_lifecycle	structural-boundary	Accepts only kernel-readback-minted OverlayLifecycleStateGpu decisions and applies their structural removal consequence; caller-forged dissolved rows are unconstructible.
# RESIDUE	kernel:accumulator_op/runtime.rs:freeze_overlay_lifecycle_admission	gpu-plumbing	Runtime forwarding seam that freezes the session-build catalogue in the existing threshold session; not an overlay route.
# RESIDUE	kernel:accumulator_op/runtime.rs:preflight_overlay_lifecycle_admission	gpu-plumbing	Read-only forwarding seam into the same frozen threshold-session admission door; neither attaches nor decides lifecycle state.
# RESIDUE	kernel:accumulator_op/session.rs:freeze_overlay_lifecycle_admission	admission	Freezes declared lifecycle template shapes and row capacity at session build; it is the admission boundary, not a runtime route.
# RESIDUE	kernel:accumulator_op/session.rs:preflight_overlay_lifecycle_admission	admission	Read-only check against the frozen session catalogue before structural commit; it cannot mutate the overlay tree.
# RESIDUE	kernel:accumulator_op/session.rs:validate_overlay_lifecycle_admission	admission	Private shape and capacity validator shared by freeze and preflight; it contains no attach, crossing, or consequence path.
# RESIDUE	kernel:world_state.rs:freeze_overlay_lifecycle_admission	gpu-plumbing	World-state forwarding seam for session-build catalogue freeze in the one accumulator threshold session.
# RESIDUE	kernel:world_state.rs:preflight_overlay_lifecycle_admission	gpu-plumbing	World-state read-only forwarding seam for the same kernel-owned lifecycle admission decision.
# RESIDUE	sim:boundary.rs:overlay_lifecycle_target_count	diagnostics	Reports only the semantic-shadow target count for proof and diagnostics; physical row order and decisions remain GPU-owned.
# RESIDUE	sim:overlay_lifecycle.rs:derive_overlay_lifecycle_admission_catalog	admission	Derives the session template/capacity catalogue, including suspended reservations, without attaching, activating, crossing, or applying consequences.
# RESIDUE	driver:action_band_consequence.rs:overlay	route-alias	Broad overlay-name discovery aliases AN-ACTION-CONSEQUENCE, the classified canonical 7.8 crossing-to-boundary route; it is not an additional lifetime route.
